AGNO;RBD;DGV_RBD;NOM_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;COD_REG_RBD;NOM_REG_RBD_A;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;ESTADO_ESTAB;MAT_SI_1;MAT_HOM_1;MAT_MUJ_1;MAT_ENS_1;MAT_SI_2;MAT_HOM_2;MAT_MUJ_2;MAT_ENS_2;MAT_HOM_3;MAT_MUJ_3;MAT_ENS_3;MAT_SI_4;MAT_HOM_4;MAT_MUJ_4;MAT_ENS_4;MAT_SI_5;MAT_HOM_5;MAT_MUJ_5;MAT_ENS_5;MAT_HOM_6;MAT_MUJ_6;MAT_ENS_6;MAT_HOM_7;MAT_MUJ_7;MAT_ENS_7;MAT_HOM_8;MAT_MUJ_8;MAT_ENS_8;MAT_HOM_TOT;MAT_MUJ_TOT;MAT_SI_TOT;MAT_TOTAL;CUR_SIM_01;CUR_SIM_02;CUR_SIM_03;CUR_SIM_04;CUR_SIM_05;CUR_SIM_06;CUR_SIM_07;CUR_SIM_08;CUR_SIM_TOT;CUR_COMB_01;CUR_COMB_02;CUR_COMB_TOT
2021;1;9;LICEO POLITECNICO ARICA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;148;434;115;115;230;401;263;0;664;0;0;0;0;0;0;20;16;36;0;0;0
2021;2;7;PARVULARIO LAS ESPIGUITAS;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;81;89;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;89;0;170;8;0;0;0;0;0;0;0;8;0;0;0
2021;3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;460;0;460;0;0;0;0;0;0;0;0;9;1;10;0;0;0;0;0;0;469;1;0;470;0;0;43;0;0;4;0;0;47;0;0;0
2021;4;3;LICEO OCTAVIO PALMA PEREZ;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443;531;974;0;0;0;0;0;0;0;0;0;443;531;0;974;0;0;0;0;27;0;0;0;27;0;0;0
2021;5;1;JOVINA NARANJO FERNANDEZ;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;137;96;233;0;0;0;0;0;0;0;0;234;242;476;66;43;109;0;0;0;0;0;0;437;381;0;818;0;8;0;0;15;5;0;0;28;0;0;0
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;689;455;1144;0;0;0;689;455;0;1144;0;0;0;0;0;0;40;0;40;0;0;0
2021;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;42;18;60;0;166;118;284;0;0;0;0;0;0;0;0;202;124;326;0;0;0;0;0;0;0;0;0;410;260;0;670;2;8;0;0;12;0;0;0;22;0;0;0
2021;9;4;ESCUELA REPUBLICA DE ISRAEL;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;84;106;190;0;652;594;1246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;736;700;0;1436;7;33;0;0;0;0;0;0;40;0;0;0
2021;10;8;ESCUELA REPUBLICA DE FRANCIA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;5;10;15;0;1;187;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;197;0;203;0;8;0;0;0;0;0;0;8;1;0;1
2021;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;19;12;31;0;164;137;301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;149;0;332;2;11;0;0;0;0;0;0;13;0;0;0
2021;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;19;21;40;0;160;128;288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179;149;0;328;2;9;0;0;0;0;0;0;11;0;0;0
2021;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;21;17;38;0;144;91;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;108;0;273;2;8;0;0;0;0;0;0;10;0;0;0
2021;14;0;ESCUELA ROMULO J. PENA MATURANA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;36;22;58;0;174;114;288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;136;0;346;2;8;0;0;0;0;0;0;10;0;0;0
2021;15;9;LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;108;159;267;0;0;0;0;0;0;0;0;60;69;129;0;0;0;0;0;0;0;0;0;168;228;0;396;0;8;0;0;4;0;0;0;12;0;0;0
2021;16;7;ESCUELA REGIMIENTO RANCAGUA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;29;20;49;0;167;92;259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;112;0;308;2;8;0;0;0;0;0;0;10;0;0;0
2021;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;30;28;58;0;198;170;368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228;198;0;426;3;12;0;0;0;0;0;0;15;0;0;0
2021;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;21;22;43;0;170;119;289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;141;0;332;2;12;0;0;0;0;0;0;14;0;0;0
2021;19;1;ESC. HUMBERTO VALENZUELA GARCIA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;14;21;35;0;145;112;257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;133;0;292;2;8;0;0;0;0;0;0;10;0;0;0
2021;20;5;ESCUELA TUCAPEL;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;28;27;55;0;238;170;408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266;197;0;463;4;16;0;0;0;0;0;0;20;0;0;0
2021;21;3;ESCUELA CARLOS GUIRAO MASSIF;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;22;1;ESCUELA GABRIELA MISTRAL;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;67;73;140;0;442;359;801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509;432;0;941;7;24;0;0;0;0;0;0;31;0;0;0
2021;25;6;COLEGIO CENTENARIO DE ARICA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;43;38;81;0;272;211;483;0;0;0;0;0;0;0;0;104;88;192;0;0;0;0;0;0;0;0;0;419;337;0;756;4;16;0;0;7;0;0;0;27;0;0;0
2021;26;4;ESCUELA REPUBLICA DE ARGENTINA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;17;18;35;0;125;93;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;111;0;253;2;8;0;0;0;0;0;0;10;0;0;0
2021;27;2;ESCUELA ESMERALDA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;11;17;28;0;170;101;271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;118;0;299;0;8;0;0;0;0;0;0;8;1;0;1
2021;28;0;ESCUELA RICARDO SILVA ARRIAGADA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;36;24;60;0;232;187;419;45;58;103;0;0;0;0;0;0;0;0;149;127;276;0;0;0;0;0;0;462;396;0;858;2;14;4;0;0;8;0;0;28;0;0;0
2021;29;9;ESCUELA AMERICA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;44;32;76;0;236;207;443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;239;0;519;4;16;0;0;0;0;0;0;20;0;0;0
2021;30;2;ESCUELA DR. RICARDO OLEA GUERRA;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;100;63;163;0;0;0;0;0;0;0;0;0;0;0;0;0;100;63;0;163;0;0;0;20;0;0;0;0;20;0;0;0
2021;31;0;ESCUELA DARIO SALAS DIAZ;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;32;43;75;0;169;168;337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;211;0;412;4;8;0;0;0;0;0;0;12;0;0;0
2021;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;68;54;122;0;271;244;515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;66;144;0;0;0;417;364;0;781;4;16;0;0;0;0;5;0;25;0;0;0
2021;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;14;17;31;0;88;75;163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;92;0;194;2;8;0;0;0;0;0;0;10;0;0;0
2021;35;3;ESCUELA GRAL. MANUEL BAQUEDANO;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;10;19;29;0;46;35;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;54;0;110;0;0;0;0;0;0;0;0;0;1;3;4
2021;36;1;ESCUELA IGNACIO CARRERA PINTO;6;5;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;14;24;38;0;133;115;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;139;0;286;2;8;0;0;0;0;0;0;10;0;0;0
2021;38;8;ESCUELA ESPAÑA;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;34;37;71;0;240;202;442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;274;239;0;513;2;15;0;0;0;0;0;0;17;0;0;0
2021;39;6;ESCUELA PAMPA ALGODONAL;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;7;3;10;0;36;29;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;32;0;75;1;1;0;0;0;0;0;0;2;0;2;2
2021;41;8;ESCUELA VALLE DE CHACA;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;16;25;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;25;0;41;0;0;0;0;0;0;0;0;0;0;1;1
2021;42;6;ESCUELA MOLINOS LLUTA;6;5;1;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;11;12;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;12;0;23;0;0;0;0;0;0;0;0;0;0;3;3
2021;43;4;JARDIN INFANTIL CEPILLIN;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;15;7;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;7;0;22;2;0;0;0;0;0;0;0;2;0;0;0
2021;44;2;JARDIN INFANTIL PEQUENILANDIA;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;45;0;COLEGIO ITALIANO SANTA ANA;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;86;86;0;0;562;562;0;0;0;0;0;0;0;0;0;292;292;0;0;0;0;0;0;0;0;0;0;940;0;940;3;16;0;0;8;0;0;0;27;0;0;0
2021;46;9;JARDIN INFANTIL SAN ANDRES;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;47;7;J.  I. KURUMI;4;3;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;49;3;JARDIN INFANTIL PADRE LUIS GALLARDO;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;7;6;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;0;13;0;0;0;0;0;0;0;0;0;1;0;1
2021;50;7;COLEGIO ADVENTISTA DE ARICA;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;173;186;359;0;0;0;0;0;0;0;0;107;112;219;0;0;0;0;0;0;0;0;0;280;298;0;578;0;8;0;0;5;0;0;0;13;0;0;0
2021;51;5;ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;144;176;320;0;955;947;1902;0;0;0;0;25;20;45;0;633;608;1241;0;0;0;277;233;510;0;0;0;2034;1984;0;4018;9;43;0;3;28;0;12;0;95;0;0;0
2021;55;8;JARDIN INFANTIL MONTESSORI GARDEN;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;56;6;COLEGIO SAN MARCOS DE ARICA;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;29;25;54;0;332;301;633;0;0;0;0;0;0;0;0;144;171;315;0;0;0;0;0;0;0;0;0;505;497;0;1002;2;16;0;0;8;0;0;0;26;0;0;0
2021;57;4;JARDIN INFANTIL ZORZALITO;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;58;2;JARDIN INFANTIL PETETE J.M. BORGOÐO;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;59;0;COLEGIO SAN JORGE;4;3;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;14;13;27;0;133;131;264;0;0;0;0;0;0;0;0;73;77;150;0;0;0;0;0;0;0;0;0;220;221;0;441;4;16;0;0;8;0;0;0;28;0;0;0
2021;60;4;COLEGIO ALEMAN DE ARICA;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;77;61;138;0;296;303;599;0;0;0;0;0;0;0;0;128;167;295;0;0;0;0;0;0;0;0;0;501;531;0;1032;4;16;0;0;7;0;0;0;27;0;0;0
2021;65;5;J.  I.  SOLDADITO DE PLOMO;4;3;0;15;AYP;151;15101;ARICA;151;ARICA;2;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;66;3;JARDIN INFANTIL PLUTO;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;3;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;6;0;0;0;0;0;0;0;0;0;1;0;1
2021;67;1;ABRAHAM LINCOLN SCHOOL;3;2;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;11;21;32;0;270;289;559;0;0;0;0;0;0;0;0;98;75;173;0;0;0;0;0;0;0;0;0;379;385;0;764;2;16;0;0;5;0;0;0;23;0;0;0
2021;69;8;JUNIOR COLLEGE;4;3;0;15;AYP;151;15101;ARICA;151;ARICA;1;0;13;14;27;0;217;268;485;0;0;0;0;0;0;0;0;93;91;184;0;0;0;0;0;0;0;0;0;323;373;0;696;3;23;0;0;8;0;0;0;34;0;0;0
2021;70;1;ESCUELA VALLE DE ESQUINA;6;5;1;15;AYP;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;6;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;9;0;0;0;0;0;0;0;0;0;0;1;1
2021;72;8;LICEO VALLE DE CODPA;6;5;1;15;AYP;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;22;22;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;8;26;0;0;0;40;30;0;70;0;4;0;0;0;0;4;0;8;0;1;1
2021;73;6;ESCUELA VALLE DE COBIJA;6;5;1;15;AYP;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;0;0;0;0;0;1;0;0;0
2021;74;4;ESCUELA VALLE DE CAMARONES;6;5;1;15;AYP;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;8;7;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;0;15;0;1;0;0;0;0;0;0;1;0;1;1
2021;75;2;ESCUELA VALLE DE GUANACAGUA;6;5;1;15;AYP;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;3;0;0;0;0;0;0;3;0;0;0
2021;76;0;ESCUELA VALLE DE CUYA;6;5;1;15;AYP;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;5;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;7;0;2;0;0;0;0;0;0;2;0;1;1
2021;78;7;LICEO GRANADEROS;6;5;1;15;AYP;152;15201;PUTRE;151;ARICA;1;0;18;15;33;0;75;53;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;32;74;0;0;0;135;100;0;235;0;8;0;0;0;0;4;0;12;1;0;1
2021;79;5;ESCUELA EL MARQUEZ;6;5;1;15;AYP;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;3;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;8;0;0;0;0;0;0;0;0;0;0;1;1
2021;81;7;ESCUELA PAYACHATAS;6;5;1;15;AYP;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;0;0;0;0;0;0;0;0;0;0;1;1
2021;82;5;ESCUELA SAN FRANCISCO DE ASIS;6;5;1;15;AYP;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
2021;83;3;ESCUELA COTA COTANI;6;5;1;15;AYP;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;0;0;0;0;0;0;0;0;0;0;1;1
2021;84;1;ESCUELA LOS ALAMOS;6;5;1;15;AYP;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1
2021;86;8;ESCUELA SAN SANTIAGO DE BELEN;6;5;1;15;AYP;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;2;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;8;0;4;0;0;0;0;0;0;4;0;0;0
2021;87;6;ESCUELA ANCOLACANE;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;0;0;0;0;0;0;0;0;0;0;1;1
2021;88;4;ESCUELA ALCERRECA;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;1
2021;89;2;ESCUELA HUMAPALCA;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
2021;90;6;ESCUELA INTERNADO VISVIRI;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;15;17;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;17;0;32;0;2;0;0;0;0;0;0;2;0;2;2
2021;91;4;ESCUELA COSAPILLA;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;1
2021;92;2;ESCUELA CHISLLUMA;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;2;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;5;0;0;0;0;0;0;0;0;0;0;1;1
2021;93;0;ESCUELA CHUJLLUTA;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;5;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;7;0;1;0;0;0;0;0;0;1;0;1;1
2021;94;9;ESCUELA GUACOYO;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;5;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;6;0;1;0;0;0;0;0;0;1;0;1;1
2021;95;7;ESCUELA COLPITAS;6;5;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1
2021;97;3;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;168;346;0;0;0;178;168;0;346;0;0;0;0;0;0;15;0;15;0;0;0
2021;98;1;CENTRO DE DIAGNOSTICO;3;2;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;100;7;ESCUELA;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;101;5;HOGAR ESTUDIANTIL;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;3;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;102;3;ESC.EDUC.ESPECIAL FLOR DEL INCA;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;0;0;51;36;87;0;0;0;0;0;0;0;0;0;0;0;0;0;51;36;0;87;0;0;0;13;0;0;0;0;13;0;0;0
2021;103;1;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;141;161;302;0;0;0;0;0;0;0;0;55;117;172;0;0;0;0;0;0;0;0;0;196;278;0;474;0;10;0;0;7;0;0;0;17;0;0;0
2021;105;8;CENTRO DE CAPACITACION LABORAL;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;0;0;42;16;58;0;0;0;0;0;0;0;0;0;0;0;0;0;42;16;0;58;0;0;0;8;0;0;0;0;8;0;0;0
2021;106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;5;4;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;19;11;30;0;0;0;0;0;0;0;0;182;78;260;0;0;0;143;66;209;0;0;0;344;155;0;499;0;2;0;0;8;0;8;0;18;0;0;0
2021;107;4;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;9;13;22;0;0;0;0;0;0;0;0;185;166;351;0;0;0;0;0;0;0;0;0;194;179;0;373;0;1;0;0;12;0;0;0;13;0;0;0
2021;108;2;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;304;232;536;0;0;0;304;232;0;536;0;0;0;0;0;0;21;0;21;0;0;0
2021;109;0;COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;196;93;289;0;0;0;0;0;0;0;0;99;105;204;0;0;0;84;135;219;0;0;0;379;333;0;712;0;11;0;0;6;0;8;0;25;0;0;0
2021;110;4;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.;1;1;0;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;0;67;69;136;0;303;256;559;0;0;0;0;0;0;0;0;136;134;270;0;0;0;0;0;0;0;0;0;506;459;0;965;4;16;0;0;8;0;0;0;28;0;0;0
