AGNO;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;NOM_REG_RBD_A;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;ESTADO_ESTAB;DC_A;HH_A;DC_UTP;HH_UTP;DC_PDIR;HH_PDIR;DC_DIR;HH_DIR;DC_OES;HH_OES;DC_OF;HH_OF;DC_JUTP;HH_JUTP;DC_IG;HH_IG;DC_OR;HH_OR;DC_DIR_SOST;HH_DIR_SOST;DC_TP_SOST;HH_TP_SOST;DC_SUP_SOST;HH_SUP_SOST;DC_SUBDIR;HH_SUBDIR;DC_PROF_ENC;HH_PROF_ENC;DC_EDUC_TRAD;HH_EDUC_TRAD;DC_TOT;HH_TOT
2021;1;9;LICEO POLITECNICO ARICA;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;65;2041;1;44;0;0;1;44;1;30;0;0;0;0;2;88;1;44;0;0;0;0;0;0;0;0;0;0;0;0;71;2291
2021;2;7;PARVULARIO LAS ESPIGUITAS;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;12;434;0;0;0;0;1;44;3;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;539
2021;3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES;15;AYP;151;15101;ARICA;151;ARICA;6;5;1;1;26;1002;0;0;0;0;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1090
2021;4;3;LICEO OCTAVIO PALMA PEREZ;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;47;1914;0;0;0;0;1;44;11;368;0;0;1;44;1;44;3;132;0;0;0;0;0;0;0;0;0;0;0;0;64;2546
2021;5;1;JOVINA NARANJO FERNANDEZ;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;58;2119;2;88;3;132;1;44;4;158;0;0;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;70;2629
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;85;3348;3;105;0;0;1;44;4;150;0;0;2;88;2;88;1;44;0;0;1;44;0;0;0;0;0;0;0;0;99;3911
2021;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;46;1631;0;0;1;44;1;44;6;183;0;0;1;44;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;58;2078
2021;9;4;ESCUELA REPUBLICA DE ISRAEL;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;72;2938;1;44;0;0;1;44;7;272;0;0;0;0;2;88;3;118;0;0;2;84;0;0;0;0;0;0;0;0;88;3588
2021;10;8;ESCUELA REPUBLICA DE FRANCIA;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;12;454;0;0;0;0;1;44;5;201;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;21;831
2021;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;27;1035;0;0;0;0;1;44;2;87;0;0;1;44;2;88;1;44;0;0;0;0;0;0;0;0;0;0;1;38;35;1380
2021;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;26;985;0;0;0;0;1;44;3;84;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;33;1245
2021;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;19;698;1;44;0;0;1;44;5;169;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;29;1087
2021;14;0;ESCUELA ROMULO J. PENA MATURANA;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;20;684;0;0;0;0;1;44;7;230;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;31;1090
2021;15;9;LICEO ARTISTICO DR. JUAN NOE CREVANI;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;46;1584;0;0;1;44;1;44;5;184;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;56;1988
2021;16;7;ESCUELA REGIMIENTO RANCAGUA;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;20;755;0;0;1;44;1;44;4;126;0;0;1;44;0;0;1;44;0;0;1;44;0;0;0;0;0;0;0;0;29;1101
2021;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;31;1165;0;0;0;0;1;44;0;0;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;35;1341
2021;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;30;1096;0;0;1;44;1;44;3;102;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;38;1418
2021;19;1;ESC. HUMBERTO VALENZUELA GARCIA;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;23;834;0;0;0;0;1;44;1;43;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;2;66;29;1075
2021;20;5;ESCUELA TUCAPEL;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;32;1207;0;0;0;0;1;44;11;342;0;0;1;44;1;44;2;88;0;0;0;0;0;0;1;44;0;0;0;0;49;1813
2021;21;3;ESCUELA CARLOS GUIRAO MASSIF;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;22;1;ESCUELA GABRIELA MISTRAL;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;66;2548;0;0;0;0;1;44;1;44;0;0;1;44;3;132;1;44;0;0;0;0;0;0;0;0;0;0;0;0;73;2856
2021;25;6;COLEGIO CENTENARIO DE ARICA;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;45;1785;0;0;0;0;1;44;10;360;0;0;2;88;1;44;2;88;0;0;0;0;0;0;0;0;0;0;0;0;61;2409
2021;26;4;ESCUELA REPUBLICA DE ARGENTINA;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;16;595;0;0;0;0;1;44;5;175;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;25;946
2021;27;2;ESCUELA ESMERALDA;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;24;693;0;0;0;0;1;44;2;50;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;875
2021;28;0;ESCUELA RICARDO SILVA ARRIAGADA;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;43;1588;0;0;0;0;1;44;2;80;0;0;1;44;2;88;1;44;0;0;0;0;0;0;0;0;0;0;0;0;50;1888
2021;29;9;ESCUELA AMERICA;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;40;1431;0;0;0;0;1;44;1;30;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;45;1637
2021;30;2;ESCUELA DR. RICARDO OLEA GUERRA;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;22;842;0;0;0;0;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;930
2021;31;0;ESCUELA DARIO SALAS DIAZ;15;AYP;151;15101;ARICA;151;ARICA;6;5;1;1;20;821;0;0;0;0;1;44;7;214;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;31;1211
2021;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;AYP;151;15101;ARICA;151;ARICA;6;5;1;1;49;1863;0;0;0;0;1;44;4;160;0;0;1;44;2;88;1;44;0;0;0;0;0;0;0;0;0;0;0;0;58;2243
2021;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;15;AYP;151;15101;ARICA;151;ARICA;6;5;1;1;13;517;0;0;0;0;1;44;4;176;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;781
2021;35;3;ESCUELA GRAL. MANUEL BAQUEDANO;15;AYP;151;15101;ARICA;151;ARICA;6;5;1;1;9;272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;10;316
2021;36;1;ESCUELA IGNACIO CARRERA PINTO;15;AYP;151;15101;ARICA;151;ARICA;6;5;0;1;16;538;0;0;0;0;1;44;8;313;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;28;1027
2021;38;8;ESCUELA ESPAÑA;15;AYP;151;15101;ARICA;151;ARICA;6;5;1;1;31;1209;0;0;0;0;1;44;4;163;0;0;1;44;1;44;1;44;1;44;0;0;0;0;0;0;0;0;1;38;41;1630
2021;39;6;ESCUELA PAMPA ALGODONAL;15;AYP;151;15101;ARICA;151;ARICA;6;5;1;1;7;237;0;0;0;0;0;0;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;9;299
2021;41;8;ESCUELA VALLE DE CHACA;15;AYP;151;15101;ARICA;151;ARICA;6;5;1;1;3;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;4;103
2021;42;6;ESCUELA MOLINOS LLUTA;15;AYP;151;15101;ARICA;151;ARICA;6;5;1;1;3;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;4;103
2021;43;4;JARDIN INFANTIL CEPILLIN;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;1;1;30;1;20;0;0;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;80
2021;44;2;JARDIN INFANTIL PEQUENILANDIA;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;45;0;COLEGIO ITALIANO SANTA ANA;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;1;45;1545;0;0;0;0;1;22;6;204;0;0;2;88;1;44;1;44;0;0;0;0;0;0;1;44;0;0;0;0;57;1991
2021;46;9;JARDIN INFANTIL SAN ANDRES;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;47;7;J.  I. KURUMI;15;AYP;151;15101;ARICA;151;ARICA;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;49;3;JARDIN INFANTIL PADRE LUIS GALLARDO;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;1;1;30;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;74
2021;50;7;COLEGIO ADVENTISTA DE ARICA;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;1;26;980;0;0;0;0;1;44;12;429;0;0;2;88;1;44;1;44;0;0;1;44;0;0;0;0;0;0;1;44;45;1717
2021;51;5;ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;1;143;5694;3;132;0;0;1;44;3;132;1;8;5;220;1;44;3;118;1;44;0;0;0;0;0;0;0;0;0;0;161;6436
2021;55;8;JARDIN INFANTIL MONTESSORI GARDEN;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;1;7;249;1;35;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;328
2021;56;6;COLEGIO SAN MARCOS DE ARICA;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;1;45;1611;0;0;1;44;1;44;7;250;0;0;1;44;1;44;2;86;0;0;0;0;0;0;0;0;0;0;0;0;58;2123
2021;57;4;JARDIN INFANTIL ZORZALITO;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;58;2;JARDIN INFANTIL PETETE J.M. BORGOÐO;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;1;0;0;0;0;0;0;1;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;35
2021;59;0;COLEGIO SAN JORGE;15;AYP;151;15101;ARICA;151;ARICA;4;3;0;1;41;1475;0;0;0;0;1;44;1;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;0;0;44;1596
2021;60;4;COLEGIO ALEMAN DE ARICA;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;1;36;1437;1;44;0;0;1;44;4;141;0;0;3;132;1;44;2;74;0;0;0;0;0;0;0;0;0;0;0;0;48;1916
2021;65;5;J.  I.  SOLDADITO DE PLOMO;15;AYP;151;15101;ARICA;151;ARICA;4;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;66;3;JARDIN INFANTIL PLUTO;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;1;0;0;0;0;0;0;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30
2021;67;1;ABRAHAM LINCOLN SCHOOL;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;1;30;946;1;40;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;1030
2021;69;8;JUNIOR COLLEGE;15;AYP;151;15101;ARICA;151;ARICA;4;3;0;1;55;1638;1;44;0;0;1;22;0;0;0;0;0;0;2;88;2;54;0;0;0;0;1;44;0;0;0;0;0;0;62;1890
2021;70;1;ESCUELA VALLE DE ESQUINA;15;AYP;151;15102;CAMARONES;151;ARICA;6;5;1;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;3;50
2021;72;8;LICEO VALLE DE CODPA;15;AYP;151;15102;CAMARONES;151;ARICA;6;5;1;1;11;415;0;0;0;0;1;44;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;503
2021;73;6;ESCUELA VALLE DE COBIJA;15;AYP;151;15102;CAMARONES;151;ARICA;6;5;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;48
2021;74;4;ESCUELA VALLE DE CAMARONES;15;AYP;151;15102;CAMARONES;151;ARICA;6;5;1;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;3;50
2021;75;2;ESCUELA VALLE DE GUANACAGUA;15;AYP;151;15102;CAMARONES;151;ARICA;6;5;1;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;3;49
2021;76;0;ESCUELA VALLE DE CUYA;15;AYP;151;15102;CAMARONES;151;ARICA;6;5;1;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;3;50
2021;78;7;LICEO GRANADEROS;15;AYP;152;15201;PUTRE;151;ARICA;6;5;1;1;24;884;0;0;0;0;1;44;1;44;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1060
2021;79;5;ESCUELA EL MARQUEZ;15;AYP;152;15201;PUTRE;151;ARICA;6;5;1;1;2;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;3;91
2021;81;7;ESCUELA PAYACHATAS;15;AYP;152;15201;PUTRE;151;ARICA;6;5;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;48
2021;82;5;ESCUELA SAN FRANCISCO DE ASIS;15;AYP;152;15201;PUTRE;151;ARICA;6;5;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;47
2021;83;3;ESCUELA COTA COTANI;15;AYP;152;15201;PUTRE;151;ARICA;6;5;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;47
2021;84;1;ESCUELA LOS ALAMOS;15;AYP;152;15201;PUTRE;151;ARICA;6;5;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;46
2021;86;8;ESCUELA SAN SANTIAGO DE BELEN;15;AYP;152;15201;PUTRE;151;ARICA;6;5;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;47
2021;87;6;ESCUELA ANCOLACANE;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;46
2021;88;4;ESCUELA ALCERRECA;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;46
2021;89;2;ESCUELA HUMAPALCA;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;3;50
2021;90;6;ESCUELA INTERNADO VISVIRI;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;6;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;7;244
2021;91;4;ESCUELA COSAPILLA;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;46
2021;92;2;ESCUELA CHISLLUMA;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;3;50
2021;93;0;ESCUELA CHUJLLUTA;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;3;50
2021;94;9;ESCUELA GUACOYO;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;3;50
2021;95;7;ESCUELA COLPITAS;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;0;2;46
2021;97;3;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;28;1019;1;44;0;0;1;44;4;124;0;0;1;44;0;0;2;88;0;0;0;0;0;0;1;44;0;0;0;0;38;1407
2021;98;1;CENTRO DE DIAGNOSTICO;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;100;7;ESCUELA;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;101;5;HOGAR ESTUDIANTIL;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;102;3;ESC.EDUC.ESPECIAL FLOR DEL INCA;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;15;660;0;0;1;44;1;44;1;44;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;836
2021;103;1;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;40;1413;2;88;0;0;1;44;4;162;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;1839
2021;105;8;CENTRO DE CAPACITACION LABORAL;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;11;398;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;530
2021;106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;5;4;0;1;23;873;0;0;0;0;1;44;1;44;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1049
2021;107;4;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;37;1538;0;0;0;0;1;44;1;41;0;0;0;0;2;88;1;44;0;0;1;44;0;0;0;0;0;0;0;0;43;1799
2021;108;2;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;42;1566;1;44;0;0;1;44;4;148;0;0;2;88;2;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;1978
2021;109;0;COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;53;2011;0;0;0;0;1;44;4;176;1;44;2;88;2;88;2;88;0;0;0;0;0;0;0;0;0;0;0;0;65;2539
2021;110;4;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;51;1976;1;44;0;0;1;44;1;29;0;0;2;88;2;88;1;44;0;0;0;0;0;0;0;0;0;0;0;0;59;2313
2021;111;2;ESCUELA GABRIELA MISTRAL;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;30;1203;2;74;0;0;1;44;0;0;1;44;1;44;3;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;1541
2021;112;0;ESCUELA EDUARDO LLANOS;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;33;1298;0;0;0;0;1;44;4;154;0;0;1;44;2;88;0;0;0;0;1;44;0;0;0;0;0;0;0;0;42;1672
2021;113;9;ESCUELA ALMIRANTE PATRICIO LYNCH;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;51;2097;0;0;1;44;1;44;1;44;0;0;2;88;3;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;2449
2021;114;7;ESCUELA PLACIDO VILLARROEL;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;34;1286;1;44;0;0;1;44;2;74;0;0;0;0;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;1492
2021;115;5;ESCUELA JAVIERA CARRERA VERDUGO;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;116;3;COLEGIO REPUBLICA DE CROACIA;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;34;1213;0;0;0;0;1;44;12;472;0;0;1;44;2;88;2;88;0;0;0;0;0;0;0;0;0;0;0;0;52;1949
2021;117;1;ESCUELA PAULA JARAQUEMADA ALQUIZAR;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;35;1351;0;0;0;0;1;44;1;42;0;0;2;88;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;41;1613
2021;119;8;ESCUELA CENTENARIO;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;24;924;0;0;0;0;1;44;7;293;0;0;1;44;1;44;1;44;0;0;1;44;0;0;0;0;0;0;0;0;36;1437
2021;120;1;LICEO COM.Y TEC.ARTURO PRAT CHACON;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;122;8;ESCUELA THILDA PORTILLO OLIVARES;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;24;879;0;0;0;0;1;44;2;74;0;0;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;29;1085
2021;123;6;COLEGIO ESPANA;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;25;1006;1;44;0;0;1;44;1;44;0;0;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1226
2021;124;4;LICEO LUIS CRUZ MARTINEZ;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;59;2474;0;0;0;0;1;44;4;176;0;0;1;44;3;132;1;44;0;0;0;0;0;0;0;0;0;0;0;0;69;2914
2021;125;2;ESCUELA PROFESOR MANUEL CASTRO RAMOS;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;62;2395;0;0;0;0;1;44;3;129;0;0;0;0;2;88;0;0;0;0;3;118;0;0;0;0;0;0;0;0;71;2774
2021;126;0;COLEGIO REPUBLICA DE ITALIA;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;36;1387;0;0;2;88;1;44;8;329;0;0;1;44;1;44;1;44;0;0;0;0;0;0;0;0;0;0;0;0;50;1980
2021;127;9;LICEO MARIA AUXILIADORA;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;41;1388;1;44;2;88;1;44;2;64;0;0;1;44;0;0;0;0;0;0;1;44;0;0;0;0;0;0;0;0;49;1716
2021;128;7;JARDIN INFANTIL LITTLE GARDEN;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;129;5;LICEO SUPERIOR GABRIELA MISTRAL;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;15;446;0;0;2;74;1;34;2;71;0;0;1;21;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;690
2021;130;9;COLEGIO NORTH COLLEGE;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;1;21;554;0;0;1;20;1;44;0;0;0;0;1;44;1;30;0;0;0;0;0;0;0;0;1;30;0;0;0;0;26;722
